title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,220000000.0,enterprise,500.0,4.0,4.0,Unfurnished
5bdrm Duplex in Omole Phase 1 for sale,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,550000000.0,diamond,300.0,5.0,6.0,Semi-Furnished
Furnished 5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,190000000.0,enterprise,400.0,5.0,5.0,Furnished
"3bdrm Duplex in Cyberville Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,200000000.0,enterprise,200.0,3.0,3.0,Semi-Furnished
Furnished 4bdrm Duplex in Ibadan for sale,"Oyo State, Ibadan",Ibadan,Oyo State,150000000.0,enterprise,600.0,4.0,5.0,Furnished
"3bdrm Bungalow in Gloverwood Bungalows, Ologuneru for sale","Ibadan, Ologuneru",Ologuneru,Ibadan,60900000.0,enterprise,300.0,3.0,4.0,Semi-Furnished
"5bdrm Duplex in Ikate, Ilasan for sale","Lekki, Ilasan",Ilasan,Lekki,300000000.0,enterprise,600.0,5.0,5.0,Semi-Furnished
3bdrm Apartment in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,140000000.0,enterprise,1200.0,3.0,3.0,Unfurnished
12bdrm House in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,400000000.0,premium,500.0,12.0,12.0,Semi-Furnished
4bdrm Duplex in Ikota Gra Estate for sale,"Lekki, Ikota",Ikota,Lekki,95000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
3bdrm Duplex in Guzape Main for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),300000000.0,diamond,1000.0,3.0,3.0,Unfurnished
4bdrm Mansion in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,95000000.0,vip_gold,300.0,4.0,5.0,Semi-Furnished
3bdrm Block of Flats in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,165000000.0,diamond,500.0,3.0,3.0,Semi-Furnished
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,370000000.0,enterprise,200.0,5.0,6.0,Semi-Furnished
2bdrm Apartment in Lekki Phase One for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,300000000.0,enterprise,500.0,2.0,2.0,Unfurnished
"5bdrm Duplex in Estate, Sabon Lugbe for sale","Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,140000000.0,diamond,500.0,5.0,5.0,Unfurnished
5bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,250000000.0,False,2000.0,5.0,6.0,Unfurnished
"4bdrm Duplex in Monastery Road, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,140000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
"Furnished 4bdrm Duplex in Ogunfayo, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Ibeju,85000000.0,enterprise,300.0,4.0,4.0,Furnished
"4bdrm Duplex in Non, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),150000000.0,diamond,500.0,4.0,4.0,Semi-Furnished
"Furnished 2bdrm Duplex in Carlton Gate Estate,, Lagelu for sale","Oyo State, Lagelu",Lagelu,Oyo State,100000000.0,False,500.0,2.0,2.0,Furnished
"4bdrm Duplex in Thomas Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,165000000.0,enterprise,400.0,4.0,4.0,Semi-Furnished
7bdrm Duplex in Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),800000000.0,diamond,1700.0,7.0,6.0,Unfurnished
8bdrm Duplex in Idu for sale,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),300000000.0,diamond,900.0,8.0,10.0,Semi-Furnished
3bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,85000000.0,enterprise,200.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Abraham Adesanya for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,170000000.0,enterprise,350.0,4.0,4.0,Unfurnished
"2bdrm Bungalow in Elanorris Gloverwood, Ologuneru for sale","Ibadan, Ologuneru",Ologuneru,Ibadan,50900000.0,enterprise,270.0,2.0,3.0,Semi-Furnished
2bdrm Duplex in General Paint for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,75000000.0,enterprise,200.0,2.0,2.0,Semi-Furnished
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,135000000.0,enterprise,250.0,4.0,4.0,Semi-Furnished
"3bdrm Bungalow in Thomas Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,75000000.0,enterprise,300.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Ikeja Gra for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,550000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
3bdrm House in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),150000000.0,False,1000.0,3.0,4.0,Unfurnished
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,140000000.0,enterprise,500.0,2.0,2.0,Unfurnished
3bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,85000000.0,diamond,500.0,3.0,3.0,Unfurnished
"Furnished 3bdrm Duplex in Value Chain Estate, Dawaki for sale","Gwarinpa, Dawaki",Dawaki,Gwarinpa,130000000.0,diamond,500.0,3.0,4.0,Furnished
"Furnished 3bdrm Bungalow in Eputu, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Ibeju,55000000.0,enterprise,300.0,3.0,3.0,Furnished
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,350000000.0,enterprise,500.0,4.0,4.0,Unfurnished
"2bdrm House in 14 Memunat Shift, Ologolo for sale","Lekki, Ologolo",Ologolo,Lekki,120000000.0,diamond,10.0,2.0,2.0,Unfurnished
"Furnished 3bdrm Duplex in Adron City Park And, Alakia for sale","Ibadan, Alakia",Alakia,Ibadan,90000000.0,enterprise,270.0,3.0,4.0,Furnished
2bdrm Block of Flats in Gaduwa for sale,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),120000000.0,vip_gold,1500.0,2.0,2.0,Semi-Furnished
4bdrm Duplex in Starwood Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),220000000.0,vip_gold,600.0,4.0,4.0,Unfurnished
4bdrm Duplex in Vgc Extention for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,250000000.0,enterprise,350.0,4.0,4.0,Unfurnished
3bdrm Block of Flats in Allen Avenue for sale,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,1000000000.0,enterprise,1300.0,3.0,3.0,Unfurnished
"20bdrm House in Farayola Bodija, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,38000000.0,diamond,700.0,20.0,8.0,Unfurnished
"2bdrm Block of Flats in None, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),75000000.0,diamond,500.0,2.0,2.0,Semi-Furnished
4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,400000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
"3bdrm Block of Flats in Grace Land Estate., Akinyele for sale","Oyo State, Akinyele",Akinyele,Oyo State,17000000.0,False,550.0,3.0,3.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Opeyemi Estate,, Lagelu for sale","Oyo State, Lagelu",Lagelu,Oyo State,58000000.0,False,500.0,4.0,4.0,Furnished
"18bdrm Bungalow in Mini Estate, Ado Ekiti for sale","Ekiti State, Ado Ekiti",Ado Ekiti,Ekiti State,400000000.0,enterprise,5000.0,18.0,20.0,Semi-Furnished
Furnished 4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,200000000.0,enterprise,350.0,4.0,4.0,Furnished
"Furnished 5bdrm Duplex in Lakeview Park Estate, Lafiaji for sale","Lekki, Lafiaji",Lafiaji,Lekki,450000000.0,enterprise,700.0,5.0,5.0,Furnished
"4bdrm Duplex in Elesakun,Oye Olorun, Ibeju for sale","Lagos State, Ibeju",Ibeju,Lagos State,140000000.0,enterprise,400.0,4.0,4.0,Semi-Furnished
"8bdrm Block of Flats in Not Estate, Idimu for sale","Egbe/Idimu, Idimu",Idimu,Egbe/Idimu,150000000.0,diamond,600.0,8.0,12.0,Semi-Furnished
"6bdrm Duplex in Diamond, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),140000000.0,diamond,500.0,6.0,7.0,Unfurnished
Furnished 5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,250000000.0,enterprise,400.0,5.0,5.0,Furnished
"Furnished 3bdrm Bungalow in Copa Cabana Estate, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),160000000.0,premium,517.0,3.0,4.0,Furnished
4bdrm Apartment in Chevron Drive for sale,"Lekki, Chevron",Chevron,Lekki,230000000.0,enterprise,200.0,4.0,5.0,Unfurnished
2bdrm Block of Flats in Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),65000000.0,diamond,500.0,2.0,2.0,Semi-Furnished
"3bdrm Duplex in None, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,125000000.0,diamond,500.0,3.0,3.0,Semi-Furnished
6bdrm Duplex in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),470000000.0,False,2000.0,6.0,7.0,Semi-Furnished
Furnished 2bdrm Block of Flats in Katampe for sale,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),95000000.0,False,1000.0,2.0,2.0,Furnished
"4bdrm Duplex in Orchid Road, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,300000000.0,enterprise,250.0,4.0,4.0,Semi-Furnished
Furnished 2bdrm Apartment in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,150000000.0,enterprise,500.0,2.0,2.0,Furnished
"4bdrm Duplex in S&T Estate, Ido for sale","Oyo State, Ido",Ido,Oyo State,140000000.0,False,800.0,4.0,4.0,Semi-Furnished
6bdrm Duplex in Karsana for sale,"Gwagwa, Karsana",Karsana,Gwagwa,650000000.0,False,2000.0,6.0,6.0,Unfurnished
Furnished 3bdrm Mansion in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,150000000.0,vip_gold,600.0,3.0,4.0,Furnished
4bdrm Duplex in Lifecamp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,150000000.0,False,2000.0,4.0,5.0,Semi-Furnished
"3bdrm Duplex in Ikota Gra Extension, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,140000000.0,enterprise,200.0,3.0,3.0,Semi-Furnished
2bdrm Apartment in Lekki Scheme2 for sale,"Lagos State, Ajah",Ajah,Lagos State,82000000.0,enterprise,100.0,2.0,2.0,Semi-Furnished
Furnished 3bdrm Bungalow in Ado-Odo/Ota for sale,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,12000000.0,False,120.0,3.0,3.0,Furnished
4bdrm Duplex in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,280000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in Ajadi, Ologuneru for sale","Ibadan, Ologuneru",Ologuneru,Ibadan,80000000.0,False,600.0,2.0,2.0,Furnished
4bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,250000000.0,False,2000.0,4.0,5.0,Semi-Furnished
2bdrm Apartment in Abijo Gra for sale,"Ibeju, Abijo",Abijo,Ibeju,45000000.0,enterprise,100.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Sangotedo, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,260000000.0,enterprise,300.0,4.0,5.0,Semi-Furnished
Furnished 1bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,100000000.0,enterprise,150.0,1.0,1.0,Furnished
"5bdrm Duplex in Osapa London, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,600000000.0,enterprise,400.0,5.0,6.0,Semi-Furnished
"Furnished 2bdrm House in Phase 1, Ologolo for sale","Lekki, Ologolo",Ologolo,Lekki,80000000.0,diamond,11.0,2.0,2.0,Furnished
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,330000000.0,enterprise,500.0,2.0,2.0,Unfurnished
Furnished 2bdrm Block of Flats in Katampe for sale,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),180000000.0,False,1300.0,2.0,2.0,Furnished
"4bdrm Duplex in Beachwood Estate, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,120000000.0,enterprise,300.0,4.0,4.0,Unfurnished
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,140000000.0,enterprise,250.0,4.0,4.0,Semi-Furnished
"5bdrm Duplex in Chevron Drive, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,500000000.0,enterprise,400.0,5.0,6.0,Semi-Furnished
"4bdrm Duplex in Sangotedo, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,160000000.0,enterprise,300.0,4.0,5.0,Semi-Furnished
"4bdrm Duplex in Orchid Road, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,240000000.0,enterprise,250.0,4.0,5.0,Semi-Furnished
5bdrm Duplex in Guzape Main for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1600000000.0,diamond,1000.0,5.0,7.0,Unfurnished
6bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1400000000.0,enterprise,500.0,6.0,6.0,Unfurnished
"4bdrm Duplex in Ikota Gra Extension, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,155000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
Furnished 5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,255000000.0,enterprise,400.0,5.0,5.0,Furnished
"3bdrm Bungalow in Thomas Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,70000000.0,enterprise,300.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Guzape Main for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),300000000.0,diamond,1000.0,4.0,5.0,Semi-Furnished
"2bdrm Block of Flats in Fo1, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),60000000.0,diamond,500.0,2.0,2.0,Unfurnished
"4bdrm Duplex in Abijo, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,90000000.0,diamond,500.0,4.0,4.0,Unfurnished
5bdrm Duplex in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,350000000.0,diamond,500.0,5.0,5.0,Semi-Furnished
4bdrm Duplex in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,340000000.0,enterprise,500.0,4.0,4.0,Semi-Furnished
"3bdrm Bungalow in Hill View Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,190000000.0,diamond,500.0,3.0,3.0,Unfurnished
"Furnished 4bdrm Duplex in Beachwood Estate, Bogije for sale","Ibeju, Bogije",Bogije,Ibeju,170000000.0,enterprise,460.0,4.0,4.0,Furnished
Furnished 3bdrm Apartment in Megamond Estate for sale,"Lekki, Ikota",Ikota,Lekki,150000000.0,enterprise,200.0,3.0,3.0,Furnished
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,165000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,200000000.0,enterprise,350.0,4.0,4.0,Unfurnished
5bdrm Duplex in Kajola for sale,"Oyo State, Kajola",Kajola,Oyo State,110000000.0,enterprise,700.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Amen Estate Phase 1, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,230000000.0,enterprise,600.0,4.0,5.0,Semi-Furnished
"3bdrm Apartment in Abijo, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,55000000.0,enterprise,150.0,3.0,3.0,Semi-Furnished
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,400000000.0,enterprise,500.0,5.0,5.0,Semi-Furnished
2bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,70000000.0,enterprise,500.0,2.0,2.0,Semi-Furnished
4bdrm Duplex in Katampe for sale,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),350000000.0,False,1200.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in Fountain Springs, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,300000000.0,enterprise,400.0,5.0,5.0,Semi-Furnished
"5bdrm Duplex in With 2 Bqs Monarch, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),255000000.0,diamond,600.0,5.0,5.0,Unfurnished
4bdrm Duplex in Lugbe District for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),130000000.0,diamond,250.0,4.0,4.0,Unfurnished
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1200000000.0,enterprise,500.0,5.0,5.0,Unfurnished
"2bdrm Apartment in Agungi, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,120000000.0,enterprise,100.0,2.0,2.0,Semi-Furnished
"3bdrm Block of Flats in Non, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),85000000.0,diamond,500.0,3.0,3.0,Semi-Furnished
5bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,180000000.0,False,1000.0,5.0,7.0,Unfurnished
"7bdrm Duplex in Efab Metropolis, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,550000000.0,enterprise,850.0,7.0,8.0,Semi-Furnished
4bdrm Duplex in Ikota Gra for sale,"Lekki, Ikota",Ikota,Lekki,300000000.0,enterprise,450.0,4.0,4.0,Semi-Furnished
5bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),600000000.0,diamond,500.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in Beechwood Estate, Ibeju for sale","Lagos State, Ibeju",Ibeju,Lagos State,280000000.0,premium,500.0,4.0,4.0,Semi-Furnished
2bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,73000000.0,enterprise,200.0,2.0,2.0,Semi-Furnished
1bdrm Penthouse in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,150000000.0,enterprise,500.0,1.0,1.0,Unfurnished
"3bdrm Bungalow in Light, Sabon Lugbe for sale","Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,55000000.0,diamond,600.0,3.0,4.0,Unfurnished
"4bdrm Duplex in Green Hill, Oko-Oba for sale","Agege, Oko-Oba",Oko-Oba,Agege,220000000.0,diamond,250.0,4.0,4.0,Semi-Furnished
"3bdrm Block of Flats in Golin Estate, Kaura for sale","Abuja (FCT), Kaura",Kaura,Abuja (FCT),120000000.0,False,350.0,3.0,3.0,Unfurnished
"Furnished 7bdrm Duplex in Amazing Grace Estate, New Oko Oba for sale","Agege, New Oko Oba",New Oko Oba,Agege,328000000.0,enterprise,450.0,7.0,10.0,Furnished
5bdrm Mansion in Lekki County Home for sale,"Lagos State, Lekki",Lekki,Lagos State,550000000.0,enterprise,400.0,5.0,5.0,Semi-Furnished
Furnished 8bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,88000000.0,enterprise,460.0,8.0,5.0,Furnished
3bdrm Bungalow in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,100000000.0,diamond,600.0,3.0,3.0,Semi-Furnished
3bdrm Bungalow in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,100000000.0,diamond,595.0,3.0,5.0,Unfurnished
2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,300000000.0,enterprise,150.0,2.0,2.0,Semi-Furnished
"3bdrm Duplex in Oribanwa, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,80000000.0,enterprise,300.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Ibeju for sale,"Lagos State, Ibeju",Ibeju,Lagos State,75000000.0,premium,500.0,4.0,4.0,Semi-Furnished
3bdrm Block of Flats in Katampe for sale,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),145000000.0,diamond,700.0,3.0,3.0,Unfurnished
"3bdrm Bungalow in Peak Park Estate, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Ibeju,50000000.0,enterprise,250.0,3.0,3.0,Unfurnished
"Furnished 4bdrm Duplex in Heritage Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,250000000.0,enterprise,350.0,4.0,4.0,Furnished
4bdrm Duplex in Guzape Main for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),250000000.0,diamond,1000.0,4.0,5.0,Unfurnished
Furnished 4bdrm Bungalow in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),210000000.0,vip_gold,1000.0,4.0,5.0,Furnished
3bdrm Bungalow in Oluyole Extension for sale,"Oyo State, Oluyole",Oluyole,Oyo State,80000000.0,False,850.0,3.0,3.0,Semi-Furnished
"3bdrm Bungalow in Adron Treasure Phase, Shimawa for sale","Sagamu, Shimawa",Shimawa,Sagamu,27500000.0,enterprise,600.0,3.0,4.0,Unfurnished
"Furnished 2bdrm Bungalow in Manhattan Park And, Nyanya for sale","Abuja (FCT), Nyanya",Nyanya,Abuja (FCT),46200000.0,enterprise,500.0,2.0,3.0,Furnished
2bdrm Penthouse in Awolowo Road for sale,"Ikoyi, Awolowo Road",Awolowo Road,Ikoyi,450000000.0,diamond,150.0,2.0,2.0,Unfurnished
Furnished 4bdrm Mansion in Durumi for sale,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),250000000.0,vip_gold,1000.0,4.0,5.0,Furnished
"3bdrm Bungalow in Ologuneru, Ido for sale","Oyo State, Ido",Ido,Oyo State,20000000.0,False,500.0,3.0,3.0,Semi-Furnished
"3bdrm Block of Flats in Goodluck Jonathan, Isheri / Egbe Idimu for sale","Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,Egbe/Idimu,45000000.0,False,320.0,3.0,3.0,Unfurnished
Furnished 4bdrm Duplex in Badore for sale,"Ibeju, Badore",Badore,Ibeju,180000000.0,enterprise,650.0,4.0,4.0,Furnished
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,800000000.0,enterprise,300.0,4.0,5.0,Semi-Furnished
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,98000000.0,enterprise,300.0,4.0,4.0,Semi-Furnished
"3bdrm Block of Flats in Adewale Kolawole, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,950000000.0,diamond,1200.0,3.0,3.0,Unfurnished
"Furnished 2bdrm Bungalow in Resort And Estate, Pakuro for sale","Ogun State, Pakuro",Pakuro,Ogun State,63000000.0,enterprise,250.0,2.0,3.0,Furnished
4bdrm Duplex in Abraham Adesanya for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,180000000.0,enterprise,250.0,4.0,4.0,Unfurnished
"2bdrm Apartment in Ajah, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,75000000.0,enterprise,120.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Ajah, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,150000000.0,enterprise,250.0,4.0,5.0,Semi-Furnished
"5bdrm House in In Estate, Allen Avenue for sale","Ikeja, Allen Avenue",Allen Avenue,Ikeja,400000000.0,diamond,490.0,5.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in Not Estate, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,Lagos State,170000000.0,diamond,606.0,5.0,5.0,Furnished
"2bdrm Apartment in Ikate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,180000000.0,enterprise,150.0,2.0,2.0,Semi-Furnished
10bdrm House in Ibeju for sale,"Lagos State, Ibeju",Ibeju,Lagos State,80000000.0,premium,500.0,10.0,10.0,Semi-Furnished
"3bdrm Apartment in Lekki Lagos, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,90000000.0,diamond,500.0,3.0,3.0,Unfurnished
Furnished 4bdrm Mansion in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),380000000.0,vip_gold,1346.0,4.0,5.0,Furnished
"4bdrm Duplex in Sangotedo, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,160000000.0,enterprise,250.0,4.0,5.0,Semi-Furnished
"Furnished 1bdrm House in Richland, Igando-Oloja for sale","Ibeju, Igando-Oloja",Igando-Oloja,Ibeju,8000000.0,premium,500.0,1.0,1.0,Furnished
"Furnished 5bdrm Duplex in In Estate, Omole Phase 1 for sale","Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,500000000.0,diamond,450.0,5.0,5.0,Furnished
"Furnished 3bdrm Bungalow in Adron City Of David., Pakuro for sale","Ogun State, Pakuro",Pakuro,Ogun State,65000000.0,enterprise,324.0,3.0,4.0,Furnished
"5bdrm Duplex in Banana Island, Ikoyi for sale","Lagos State, Ikoyi",Ikoyi,Lagos State,2500000000.0,enterprise,500.0,5.0,6.0,Semi-Furnished
"5bdrm Mansion in Osapa London, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,1550000000.0,enterprise,400.0,5.0,7.0,Semi-Furnished
"4bdrm Duplex in Jericite Iad Estate, Central Business District for sale","Abuja (FCT), Central Business District",Central Business District,Abuja (FCT),120000000.0,False,600.0,4.0,4.0,Unfurnished
"Furnished 5bdrm Duplex in Midas Villas, Maitama for sale","Abuja (FCT), Maitama",Maitama,Abuja (FCT),550000000.0,enterprise,500.0,5.0,6.0,Furnished
"4bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,200000000.0,enterprise,150.0,4.0,5.0,Semi-Furnished
Furnished 4bdrm Mansion in Maitama for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),350000000.0,vip_gold,1000.0,4.0,5.0,Furnished
6bdrm Bungalow in Ologuneru for sale,"Ibadan, Ologuneru",Ologuneru,Ibadan,60000000.0,enterprise,605.0,6.0,9.0,Unfurnished
"2bdrm Apartment in B.O Benson Housing, Ikorodu for sale","Lagos State, Ikorodu",Ikorodu,Lagos State,30000000.0,basic,150.0,2.0,2.0,Unfurnished
"4bdrm Apartment in Park Gardens Town, Ikorodu for sale","Lagos State, Ikorodu",Ikorodu,Lagos State,150000000.0,basic,700.0,4.0,4.0,Unfurnished
5bdrm Apartment in Iseyin for sale,"Oyo State, Iseyin",Iseyin,Oyo State,7000000.0,premium,460.0,5.0,5.0,Unfurnished
"3bdrm Bungalow in Happy Home Estate, Ayobo for sale","Ipaja, Ayobo",Ayobo,Ipaja,22000000.0,premium,600.0,3.0,3.0,Unfurnished
